647;Дугна,Дугны,Дугне,Дугну,Дугной,Дугне;Дугна
648;Дудинка,Дудинки,Дудинке,Дудинку,Дудинкой,Дудинке;Дудинка
649;Дудоровский,Дудоровского,Дудоровскому,Дудоровский,Дудоровским,Дудоровском;Дудоровский
650;Дульдурга,Дульдурги,Дульдурге,Дульдургу,Дульдургой,Дульдурге;Дульдурга
651;Дуляпино,Дуляпина,Дуляпино,Дуляпино,Дуляпино,Дуляпине;Дуляпино
652;Думиничи,Думиничей,Думиничам,Думиничи,Думиничами,Думиничах;Думиничи
653;Духовницкое,Духовницкого,Духовницкому,Духовницкое,Духовницким,Духовницком;Духовницкое
654;Духовщина,Духовщины,Духовщине,Духовщину,Духовщиной,Духовщине;Духовщина
655;Дылым,Дылыма,Дылыму,Дылым,Дылымом,Дылыме;Дылым
656;Дюртюли,Дюртюлей,Дюртюлям,Дюртюли,Дюртюлями,Дюртюлях;Дюртюли
657;Дятьково,Дятькова,Дятькову,Дятьково,Дятьковом,Дятькове;Дятьково
658;Евлашево,Евлашева,Евлашеву,Евлашево,Евлашевом,Евлашеве;Евлашево
659;Егорлыкская,Егорлыкской,Егорлыкской,Егорлыкскую,Егорлыкской,Егорлыкской;Егорлыкская
660;Егорьевск,Егорьевска,Егорьевску,Егорьевск,Егорьевском,Егорьевске;Егорьевск
661;Ейск,Ейска,Ейску,Ейск,Ейском,Ейске;Ейск
662;Екатеринбург,Екатеринбурга,Екатеринбургу,Екатеринбург,Екатеринбургом,Екатеринбурге,ЕКБ;Екатеринбург
663;Екатериновка,Екатериновки,Екатериновке,Екатериновку,Екатериновкой,Екатериновке;Екатериновка
664;Екатеринославка,Екатеринославки,Екатеринославке,Екатеринославку,Екатеринославкой,Екатеринославке;Екатеринославка
665;Екимовичи,Екимовичи,Екимовичи,Екимовичи,Екимовичи,Екимовичи;Екимовичи
666;Елабуга,Елабуги,Елабуге,Елабугу,Елабугой,Елабуге;Елабуга
667;Еланцы,Еланцов,Еланцам,Еланцы,Еланцами,Еланцах;Еланцы
668;Елань,Елани,Елани,Елань,Еланью,Елани;Елань
669;Елань-Коленовский,Елани-Коленовского,Елани-Коленовскому,Елань-Коленовский,Еланью-Коленовским,Елани-Коленовском;Елань-Коленовский
670;Елатьма,Елатьмы,Елатьме,Елатьму,Елатьмой,Елатьме;Елатьма
671;Еленский,Еленского,Еленскому,Еленский,Еленским,Еленском;Еленский
672;Елец,Ельца,Ельцу,Елец,Ельцем,Ельце;Елец
673;Елецкий,Елецкого,Елецкому,Елецкий,Елецким,Елецком;Елецкий
674;Елизово,Елизова,Елизову,Елизово,Елизовом,Елизове;Елизово
675;Елово,Елова,Елову,Елово,Еловом,Елове;Елово
676;Ельня,Ельни,Ельне,Ельню,Ельней,Ельне;Ельня
677;Ельцовка,Ельцовки,Ельцовке,Ельцовку,Ельцовкой,Ельцовке;Ельцовка
678;Еманжелинск,Еманжелинска,Еманжелинску,Еманжелинск,Еманжелинском,Еманжелинске;Еманжелинск
679;Емва,Емвы,Емве,Емву,Емвой,Емве;Емва
680;Емельяново,Емельянова,Емельянову,Емельяново,Емельяновом,Емельянове;Емельяново
681;Емца,Емца,Емца,Емца,Емца,Емца;Емца
682;Енисейск,Енисейска,Енисейску,Енисейск,Енисейском,Енисейске;Енисейск
683;Енотаевка,Енотаевки,Енотаевке,Енотаевку,Енотаевкой,Енотаевке;Енотаевка
684;Епифань,Епифани,Епифани,Епифань,Епифанью,Епифани;Епифань
685;Ербогачен,Ербогачена,Ербогачену,Ербогачен,Ербогаченом,Ербогачене;Ербогачен
686;Ермаковское,Ермаковского,Ермаковскому,Ермаковское,Ермаковским,Ермаковском;Ермаковское
687;Ермекеево,Ермекеева,Ермекееву,Ермекеево,Ермекеевом,Ермекееве;Ермекеево
688;Ермишь,Ермиши,Ермиши,Ермишь,Ермишью,Ермиши;Ермишь
689;Ермолаево,Ермолаева,Ермолаеву,Ермолаево,Ермолаевом,Ермолаеве;Ермолаево
690;Ерофей Павлович,Ерофея Павловича,Ерофею Павловичу,Ерофей Павлович,Ерофеем Павловичем,Ерофее Павловиче;Ерофей Павлович
691;Ертарский,Ертарского,Ертарскому,Ертарский,Ертарским,Ертарском;Ертарский
692;Ершичи,Ершичей,Ершичам,Ершичи,Ершичами,Ершичах;Ершичи
693;Ершов,Ершова,Ершову,Ершов,Ершовом,Ершове;Ершов
694;Ершовка,Ершовки,Ершовке,Ершовку,Ершовкой,Ершовке;Ершовка
695;Ессентуки,Ессентуков,Ессентукам,Ессентуки,Ессентуками,Ессентуках;Ессентуки
696;Ефимовский,Ефимовского,Ефимовскому,Ефимовский,Ефимовским,Ефимовском;Ефимовский
697;Ефремов,Ефремова,Ефремову,Ефремов,Ефремовом,Ефремове;Ефремов
698;Жарковский,Жарковского,Жарковскому,Жарковского,Жарковским,Жарковском;Жарковский
699;Железноводск,Железноводска,Железноводску,Железноводск,Железноводском,Железноводске;Железноводск
700;Железногорск,Железногорска,Железногорску,Железногорск,Железногорском,Железногорске;Железногорск
701;Железногорск-Илимский,Железногорска-Илимского,Железногорску-Илимскому,Железногорска-Илимского,Железногорском-Илимским,Железногорске-Илимском;Железногорск-Илимский
702;Железнодорожный,Железнодорожного,Железнодорожному,Железнодорожный,Железнодорожным,Железнодорожном;Железнодорожный
703;Жердевка,Жердевки,Жердевке,Жердевку,Жердевкой,Жердевке;Жердевка
704;Жигалово,Жигалова,Жигалову,Жигалово,Жигаловом,Жигалове;Жигалово
705;Жиганск,Жиганска,Жиганску,Жиганск,Жиганском,Жиганске;Жиганск
706;Жигулевск,Жигулевска,Жигулевску,Жигулевск,Жигулевском,Жигулевске;Жигулевск
707;Жиздра,Жиздры,Жиздре,Жиздру,Жиздрой,Жиздре;Жиздра
708;Жилево,Жилева,Жилево,Жилево,Жилево,Жилеве;Жилево
709;Жиндо,Жиндо,Жиндо,Жиндо,Жиндо,Жиндо;Жиндо
710;Жирнов,Жирнова,Жирнову,Жирнов,Жирновым,Жирнове;Жирнов
711;Жирновск,Жирновска,Жирновску,Жирновск,Жирновском,Жирновске;Жирновск
712;Жирятино,Жирятина,Жирятину,Жирятино,Жирятином,Жирятине;Жирятино
713;Жуков,Жукова,Жукову,Жуков,Жуковым,Жукове;Жуков
714;Жуковка,Жуковки,Жуковке,Жуковку,Жуковкой,Жуковке;Жуковка
715;Жуковский,Жуковского,Жуковскому,Жуковского,Жуковским,Жуковском;Жуковский
716;Забайкальск,Забайкальска,Забайкальску,Забайкальск,Забайкальском,Забайкальске;Забайкальск
717;Забитуй,Забитуя,Забитую,Забитуя,Забитуем,Забитуе;Забитуй
718;Заветное,Заветного,Заветному,Заветное,Заветным,Заветном;Заветное
719;Завитинск,Завитинска,Завитинску,Завитинск,Завитинском,Завитинске;Завитинск
720;Заводопетровский,Заводопетровского,Заводопетровскому,Заводопетровский,Заводопетровским,Заводопетровском;Заводопетровский
721;Заводоуковск,Заводоуковска,Заводоуковску,Заводоуковск,Заводоуковском,Заводоуковске;Заводоуковск
722;Заводоуспенское,Заводоуспенского,Заводоуспенскому,Заводоуспенское,Заводоуспенским,Заводоуспенском;Заводоуспенское
723;Заводской,Заводского,Заводскому,Заводской,Заводским,Заводском;Заводской
724;Заволжск,Заволжска,Заволжску,Заволжск,Заволжском,Заволжске;Заволжск
725;Заволжье,Заволжья,Заволжью,Заволжье,Заволжьем,Заволжье;Заволжье
726;Завьялово,Завьялова,Завьялову,Завьялово,Завьяловом,Завьялове;Завьялово
727;Загорск,Загорска,Загорску,Загорск,Загорском,Загорске;Загорск
728;Загорянский,Загорянского,Загорянскому,Загорянский,Загорянским,Загорянском;Загорянский
729;Задонск,Задонска,Задонску,Задонск,Задонском,Задонске;Задонск
730;Заиграево,Заиграева,Заиграеву,Заиграево,Заиграевом,Заиграеве;Заиграево
731;Заинск,Заинска,Заинску,Заинск,Заинском,Заинске;Заинск
732;Закаменск,Закаменска,Закаменску,Закаменск,Закаменском,Закаменске;Закаменск
733;Залари,Залари,Залари,Залари,Залари,Залари;Залари
734;Залегощь,Залегощи,Залегощи,Залегощь,Залегощью,Залегощи;Залегощь
735;Залесово,Залесова,Залесову,Залесово,Залесовом,Залесове;Залесово
736;Заозерный,Заозерного,Заозерному,Заозерного,Заозерным,Заозерном;Заозерный
737;Заозерск,Заозерска,Заозерску,Заозерск,Заозерском,Заозерске;Заозерск
738;Заокский,Заокского,Заокскому,Заокского,Заокским,Заокском;Заокский
739;Западная Двина,Западной Двины,Западной Двине,Западную Двину,Западной Двиной,Западной Двине;Западная Двина
740;Заплюсье,Заплюсье,Заплюсье,Заплюсье,Заплюсье,Заплюсье;Заплюсье
741;Заполярный,Заполярного,Заполярному,Заполярный,Заполярным,Заполярном;Заполярный
742;Запрудная,Запрудной,Запрудной,Запрудную,Запрудной,Запрудной;Запрудная
743;Зарайск,Зарайска,Зарайску,Зарайск,Зарайском,Зарайске;Зарайск
744;Зареченск,Зареченска,Зареченску,Зареченск,Зареченском,Зареченске;Зареченск
745;Заречный,Заречного,Заречному,Заречного,Заречным,Заречном;Заречный
746;Заречье,Заречья,Заречью,Заречье,Заречьем,Заречье;Заречье
747;Заринск,Заринска,Заринску,Заринск,Заринском,Заринске;Заринск
748;Зарубино,Зарубина,Зарубину,Зарубино,Зарубином,Зарубине;Зарубино
749;Заток,Затока,Затоку,Заток,Затоком,Затоке;Заток
750;Захарово,Захарова,Захарову,Захарово,Захаровом,Захарове;Захарово
751;Зашеек,Зашейка,Зашейку,Зашеек,Зашейком,Зашейке;Зашеек
752;Звездный,Звездного,Звездному,Звездный,Звездным,Звездном;Звездный
753;Звенигово,Звенигова,Звенигову,Звенигово,Звениговом,Звенигове;Звенигово
754;Звенигород,Звенигорода,Звенигороду,Звенигород,Звенигородом,Звенигороде;Звенигород
755;Зверево,Зверева,Звереву,Зверево,Зверевым,Зверевом;Зверево
756;Зебляки,Зебляков,Зеблякам,Зебляки,Зебляками,Зебляках;Зебляки
757;Зеленоборский,Зеленоборского,Зеленоборскому,Зеленоборский,Зеленоборским,Зеленоборском;Зеленоборский
758;Зеленогорск,Зеленогорска,Зеленогорску,Зеленогорск,Зеленогорском,Зеленогорске;Зеленогорск
759;Зеленоград,Зеленограда,Зеленограду,Зеленоград,Зеленоградом,Зеленограде;Зеленоград
760;Зеленоградск,Зеленоградска,Зеленоградску,Зеленоградск,Зеленоградском,Зеленоградске;Зеленоградск
761;Зеленодольск,Зеленодольска,Зеленодольску,Зеленодольск,Зеленодольском,Зеленодольске;Зеленодольск
762;Зеленокумск,Зеленокумска,Зеленокумску,Зеленокумск,Зеленокумском,Зеленокумске;Зеленокумск
763;Земетчино,Земетчина,Земетчину,Земетчино,Земетчином,Земетчине;Земетчино
764;Зерноград,Зернограда,Зернограду,Зерноград,Зерноградом,Зернограде;Зерноград
765;Зея,Зеи,Зее,Зею,Зеей,Зее;Зея
766;Зилаир,Зилаира,Зилаиру,Зилаир,Зилаиром,Зилаире;Зилаир
767;Зима,Зимы,Зиме,Зиму,Зимой,Зиме;Зима
768;Зирган,Зиргана,Зиргану,Зирган,Зирганом,Зиргане;Зирган
769;Златоуст,Златоуста,Златоусту,Златоуст,Златоустом,Златоусте;Златоуст
770;Златоустовск,Златоустовска,Златоустовску,Златоустовск,Златоустовском,Златоустовске;Златоустовск
771;Злынка,Злынки,Злынке,Злынку,Злынкой,Злынке;Злынка
772;Змеиногорск,Змеиногорска,Змеиногорску,Змеиногорск,Змеиногорском,Змеиногорске;Змеиногорск
773;Змиевка,Змиевки,Змиевке,Змиевку,Змиевкой,Змиевке;Змиевка
774;Знаменка,Знаменки,Знаменке,Знаменку,Знаменкой,Знаменке;Знаменка
775;Знаменск,Знаменска,Знаменску,Знаменск,Знаменском,Знаменске;Знаменск
776;Знаменское,Знаменского,Знаменскому,Знаменское,Знаменским,Знаменском;Знаменское
777;Золотаревка,Золотаревки,Золотаревке,Золотаревку,Золотаревкой,Золотаревке;Золотаревка
778;Золотково,Золоткова,Золоткову,Золотково,Золотковом,Золоткове;Золотково
779;Золотухино,Золотухина,Золотухину,Золотухино,Золотухином,Золотухине;Золотухино
780;Зольное,Зольного,Зольному,Зольное,Зольным,Зольном;Зольное
781;Зубова Поляна,Зубовой Поляны,Зубовой Поляне,Зубову Поляну,Зубовой Поляной,Зубовой Поляне;Зубова Поляна
782;Зубцов,Зубцова,Зубцову,Зубцов,Зубцовом,Зубцове;Зубцов
783;Зуевка,Зуевки,Зуевке,Зуевку,Зуевкой,Зуевке;Зуевка
784;Зырянка,Зырянки,Зырянке,Зырянку,Зырянкой,Зырянке;Зырянка
785;Зыряновский,Зыряновского,Зыряновскому,Зыряновский,Зыряновским,Зыряновском;Зыряновский
786;Зырянское,Зырянского,Зырянскому,Зырянское,Зырянским,Зырянском;Зырянское
787;Зюзельский,Зюзельского,Зюзельскому,Зюзельский,Зюзельским,Зюзельском;Зюзельский
788;Зюкайка,Зюкайки,Зюкайке,Зюкайку,Зюкайкой,Зюкайке;Зюкайка
789;Ибреси,Ибреси,Ибреси,Ибреси,Ибреси,Ибреси;Ибреси
790;Ивангород,Ивангорода,Ивангороду,Ивангород,Ивангородом,Ивангороде;Ивангород
791;Иванищи,Иванищи,Иванищи,Иванищи,Иванищи,Иванищи;Иванищи
792;Ивановка,Ивановки,Ивановке,Ивановку,Ивановкой,Ивановке;Ивановка
793;Иваново,Иванова,Иваново,Иваново,Иваново,Иванове;Иваново
794;Ивантеевка,Ивантеевки,Ивантеевке,Ивантеевку,Ивантеевкой,Ивантеевке;Ивантеевка
795;Иваньковский,Иваньковского,Иваньковскому,Иваньковский,Иваньковским,Иваньковском;Иваньковский
796;Ивдель,Ивдели,Ивдели,Ивдели,Ивделем,Ивделе;Ивдель
797;Ивня,Ивни,Ивне,Ивню,Ивней,Ивне;Ивня
798;Иволгинск,Иволгинска,Иволгинску,Иволгинск,Иволгинском,Иволгинске;Иволгинск
799;Ивот,Ивота,Ивоту,Ивот,Ивотом,Ивоте;Ивот
800;Игарка,Игарки,Игарке,Игарку,Игаркой,Игарке;Игарка
801;Иглино,Иглина,Иглину,Иглино,Иглином,Иглине;Иглино
802;Игнатовка,Игнатовки,Игнатовке,Игнатовку,Игнатовкой,Игнатовке;Игнатовка
803;Игра,Игры,Игре,Игру,Игрой,Игре;Игра
804;Игрим,Игрима,Игриму,Игрим,Игримом,Игриме;Игрим
805;Идель,Идели,Идели,Идели,Иделем,Иделе;Идель
806;Идринское,Идринского,Идринскому,Идринское,Идринским,Идринском;Идринское
807;Идрица,Идрицы,Идрице,Идрицу,Идрицей,Идрице;Идрица
808;Ижевск,Ижевска,Ижевску,Ижевск,Ижевском,Ижевске;Ижевск
809;Ижма,Ижмы,Ижме,Ижму,Ижмой,Ижме;Ижма
810;Ижморский,Ижморского,Ижморскому,Ижморского,Ижморским,Ижморском;Ижморский
811;Избербаш,Избербаша,Избербашу,Избербаш,Избербашем,Избербаше;Избербаш
812;Известковый,Известкового,Известковому,Известковый,Известковым,Известковом;Известковый
813;Издешково,Издешкова,Издешкову,Издешково,Издешковом,Издешкове;Издешково
814;Излучинск,Излучинска,Излучинску,Излучинск,Излучинском,Излучинске;Излучинск
815;Измайлово,Измайлова,Измайлову,Измайлово,Измайловом,Измайлове;Измайлово
816;Измалково,Измалкова,Измалкову,Измалково,Измалковом,Измалкове;Измалково
817;Износки,Износки,Износки,Износки,Износки,Износки;Износки
818;Изобильный,Изобильного,Изобильному,Изобильный,Изобильным,Изобильном;Изобильный
819;Изоплит,Изоплита,Изоплиту,Изоплит,Изоплитом,Изоплите;Изоплит
820;Изумруд,Изумруда,Изумруду,Изумруд,Изумрудом,Изумруде;Изумруд
821;Икряное,Икряного,Икряному,Икряное,Икряным,Икряном;Икряное
822;Икша,Икши,Икше,Икшу,Икшей,Икше;Икша
823;Иланский,Иланского,Иланскому,Иланского,Иланским,Иланском;Иланский
824;Илеза,Илезы,Илезе,Илезу,Илезой,Илезе;Илеза
825;Илек,Илека,Илеку,Илек,Илеком,Илеке;Илек
826;Иловля,Иловли,Иловле,Иловлю,Иловлей,Иловле;Иловля
827;Ильинский,Ильинского,Ильинскому,Ильинского,Ильинским,Ильинском;Ильинский
828;Ильинско-Подомское,Ильинско-Подомского,Ильинско-Подомскому,Ильинско-Подомское,Ильинско-Подомским,Ильинско-Подомском;Ильинско-Подомское
829;Ильинское-Хованское,Ильинского-Хованского,Ильинскому-Хованскому,Ильинское-Хованское,Ильинским-Хованским,Ильинском-Хованском;Ильинское-Хованское
830;Илька,Ильки,Ильке,Ильку,Илькой,Ильке;Илька
831;Ильпырский,Ильпырского,Ильпырскому,Ильпырский,Ильпырским,Ильпырском;Ильпырский
832;Ильский,Ильского,Ильскому,Ильский,Ильским,Ильском;Ильский
833;Импилахти,Импилахти,Импилахти,Импилахти,Импилахти,Импилахти;Импилахти
834;Инжавино,Инжавина,Инжавину,Инжавино,Инжавином,Инжавине;Инжавино
835;Инза,Инзы,Инзе,Инзу,Инзой,Инзе;Инза
836;Инзер,Инзера,Инзеру,Инзер,Инзером,Инзере;Инзер
837;Иннокентьевка,Иннокентьевки,Иннокентьевке,Иннокентьевку,Иннокентьевкой,Иннокентьевке;Иннокентьевка
838;Иноземцево,Иноземцева,Иноземцеву,Иноземцево,Иноземцевом,Иноземцеве;Иноземцево
839;Инсар,Инсара,Инсару,Инсар,Инсаром,Инсаре;Инсар
840;Инта,Инты,Инте,Инту,Интой,Инте;Инта
841;Ипатово,Ипатова,Ипатову,Ипатово,Ипатовом,Ипатове;Ипатово
842;Ираель,Ираели,Ираели,Ираели,Ираелью,Ираели;Ираель
843;Ирбейское,Ирбейского,Ирбейскому,Ирбейское,Ирбейским,Ирбейском;Ирбейское
844;Ирбит,Ирбита,Ирбиту,Ирбит,Ирбитом,Ирбите;Ирбит
845;Ириклинский,Ириклинского,Ириклинскому,Ириклинский,Ириклинским,Ириклинском;Ириклинский
846;Иркутск,Иркутска,Иркутску,Иркутск,Иркутском,Иркутске;Иркутск
847;Исетское,Исетского,Исетскому,Исетское,Исетским,Исетском;Исетское
848;Исилькуль,Исилькуля,Исилькулю,Исилькуля,Исилькулем,Исилькуле;Исилькуль
849;Искитим,Искитима,Искитиму,Искитим,Искитимом,Искитиме;Искитим
850;Исса,Иссы,Иссе,Иссу,Иссой,Иссе;Исса
851;Истра,Истры,Истре,Истру,Истрой,Истре;Истра
852;Исянгулово,Исянгулова,Исянгулову,Исянгулово,Исянгуловом,Исянгулове;Исянгулово
853;Итака,Итаки,Итаке,Итаку,Итакой,Итаке;Итака
854;Итатка,Итатки,Итатке,Итатку,Итаткой,Итатке;Итатка
855;Итатский,Итатского,Итатскому,Итатский,Итатским,Итатском;Итатский
856;Иульитин,Иульитина,Иульитину,Иульитин,Иульитином,Иульитине;Иульитин
857;Ишеевка,Ишеевки,Ишеевке,Ишеевку,Ишеевкой,Ишеевке;Ишеевка
858;Ишим,Ишима,Ишиму,Ишим,Ишимом,Ишиме;Ишим
859;Ишимбай,Ишимбая,Ишимбаю,Ишимбай,Ишимбаем,Ишимбае;Ишимбай
860;Йошкар-Ола,Йошкара-Олы,Йошкару-Оле,Йошкара-Олу,Йошкаром-Олой,Йошкаре-Оле;Йошкар-Ола
861;Кабанск,Кабанска,Кабанску,Кабанск,Кабанском,Кабанске;Кабанск
862;Кабардинка,Кабардинки,Кабардинке,Кабардинку,Кабардинкой,Кабардинке;Кабардинка
863;Кавалерово,Кавалерова,Кавалерову,Кавалерово,Кавалеровом,Кавалерове;Кавалерово
864;Кагальницкая,Кагальницкой,Кагальницкой,Кагальницкую,Кагальницкой,Кагальницкой;Кагальницкая
865;Каджером,Каджером,Каджером,Каджером,Каджером,Каджером;Каджером
866;Кадников,Кадникова,Кадникову,Кадников,Кадниковом,Кадникове;Кадников
867;Кадом,Кадома,Кадому,Кадом,Кадомом,Кадоме;Кадом
868;Кадошкино,Кадошкина,Кадошкину,Кадошкино,Кадошкиным,Кадошкином;Кадошкино
869;Кадуй,Кадуя,Кадую,Кадуя,Кадуем,Кадуе;Кадуй
870;Кадый,Кадыя,Кадыю,Кадыя,Кадыем,Кадые;Кадый
871;Кадыкчан,Кадыкчана,Кадыкчану,Кадыкчан,Кадыкчаном,Кадыкчане;Кадыкчан
872;Кажым,Кажыма,Кажыму,Кажыма,Кажымом,Кажыме;Кажым
873;Казановка,Казановки,Казановке,Казановку,Казановкой,Казановке;Казановка
874;Казанская,Казанской,Казанской,Казанскую,Казанской,Казанской;Казанская
875;Казанское,Казанского,Казанскому,Казанское,Казанским,Казанском;Казанское
876;Казань,Казани,Казани,Казань,Казанью,Казани;Казань
877;Казачинское,Казачинского,Казачинскому,Казачинское,Казачинским,Казачинском;Казачинское
878;Казинка,Казинки,Казинке,Казинку,Казинкой,Казинке;Казинка
879;Казталовка,Казталовки,Казталовке,Казталовку,Казталовкой,Казталовке;Казталовка
880;Казым-Мыс,Казыма-Мыса,Казыму-Мысу,Казым-Мыс,Казымом-Мысом,Казыме-Мысе;Казым-Мыс
881;Калач,Калача,Калачу,Калач,Калачом,Калаче;Калач
882;Калач-на-Дону,Калача-на-Дону,Калачу-на-Дону,Калач-на-Дону,Калачом-на-Дону,Калаче-на-Дону;Калач-на-Дону
883;Калачинск,Калачинска,Калачинску,Калачинск,Калачинском,Калачинске;Калачинск
884;Калашниково,Калашникова,Калашникову,Калашниково,Калашниковом,Калашникове;Калашниково
885;Калга,Калги,Калге,Калгу,Калгой,Калге;Калга
886;Калевала,Калевалы,Калевале,Калевалу,Калевалой,Калевале;Калевала
887;Калинин,Калинина,Калинину,Калинин,Калинином,Калинине;Калинин
888;Калининград,Калининграда,Калининграду,Калининград,Калининградом,Калининграде;Калининград
889;Калинино,Калинина,Калинину,Калинино,Калинином,Калинине;Калинино
890;Калининск,Калининска,Калининску,Калининск,Калининском,Калининске;Калининск
891;Калининская,Калининской,Калининской,Калининскую,Калининской,Калининской;Калининская
892;Калмыково,Калмыкова,Калмыкову,Калмыково,Калмыковом,Калмыкове;Калмыково
893;Калтан,Калтана,Калтану,Калтан,Калтаном,Калтане;Калтан
894;Калуга,Калуги,Калуге,Калугу,Калугой,Калуге;Калуга
895;Калязин,Калязина,Калязину,Калязин,Калязином,Калязине;Калязин
896;Кама,Камы,Каме,Каму,Камой,Каме;Кама
897;Камбарка,Камбарки,Камбарке,Камбарку,Камбаркой,Камбарке;Камбарка
898;Каменка,Каменки,Каменке,Каменку,Каменкой,Каменке;Каменка
899;Каменногорск,Каменногорска,Каменногорску,Каменногорск,Каменногорском,Каменногорске;Каменногорск
900;Каменномостский,Каменномостского,Каменномостскому,Каменномостский,Каменномостским,Каменномостском;Каменномостский
901;Каменск,Каменска,Каменску,Каменск,Каменском,Каменске;Каменск
902;Каменск-Уральский,Каменска-Уральского,Каменску-Уральскому,Каменск-Уральский,Каменском-Уральским,Каменске-Уральском;Каменск-Уральский
903;Каменск-Шахтинский,Каменска-Шахтинского,Каменску-Шахтинскому,Каменск-Шахтинский,Каменском-Шахтинским,Каменске-Шахтинском;Каменск-Шахтинский
904;Каменский,Каменского,Каменскому,Каменский,Каменским,Каменском;Каменский
905;Каменское,Каменского,Каменскому,Каменское,Каменским,Каменском;Каменское
906;Камень-на-Оби,Камня-на-Оби,Камню-на-Оби,Камень-на-Оби,Камнем-на-Оби,Камне-на-Оби;Камень-на-Оби
907;Камень-Рыболов,Камня-Рыболова,Камню-Рыболову,Камень-Рыболов,Камнем-Рыболовом,Камне-Рыболове;Камень-Рыболов
908;Камешково,Камешкова,Камешкову,Камешково,Камешковом,Камешкове;Камешково
909;Каминский,Каминского,Каминскому,Каминский,Каминским,Каминском;Каминский
910;Камское Устье,Камского Устья,Камскому Устью,Камское Устье,Камским Устьем,Камском Устье;Камское Устье
911;Камызяк,Камызяка,Камызяку,Камызяк,Камызяком,Камызяке;Камызяк
912;Камышин,Камышина,Камышину,Камышин,Камышином,Камышине;Камышин
913;Камышла,Камышлы,Камышле,Камышлу,Камышлой,Камышле;Камышла
914;Камышлов,Камышлова,Камышлову,Камышлов,Камышловом,Камышлове;Камышлов
915;Канадей,Канадея,Канадею,Канадей,Канадеем,Канадее;Канадей
916;Кананикольское,Кананикольского,Кананикольскому,Кананикольское,Кананикольским,Кананикольском;Кананикольское
917;Канаш,Канаша,Канашу,Канаш,Канашом,Канаше;Канаш
918;Кангалассы,Кангалассов,Кангалассам,Кангалассы,Кангалассами,Кангалассах;Кангалассы
919;Кандалакша,Кандалакши,Кандалакше,Кандалакшу,Кандалакшей,Кандалакше;Кандалакша
920;Каневская,Каневской,Каневской,Каневскую,Каневской,Каневской;Каневская
921;Канкунский,Канкунского,Канкунскому,Канкунский,Канкунским,Канкунском;Канкунский
922;Канск,Канска,Канску,Канск,Канском,Канске;Канск
923;Кантемировка,Кантемировки,Кантемировке,Кантемировку,Кантемировкой,Кантемировке;Кантемировка
924;Капустин Яр,Капустина Яра,Капустину Яру,Капустин Яр,Капустиным Яром,Капустине Яре;Капустин Яр
925;Карабаново,Карабанова,Карабанову,Карабаново,Карабановом,Карабанове;Карабаново
926;Карабаш,Карабаша,Карабашу,Карабаш,Карабашем,Карабаше;Карабаш
927;Карабудахкент,Карабудахкента,Карабудахкенту,Карабудахкент,Карабудахкентом,Карабудахкенте;Карабудахкент
928;Карагай,Карагая,Карагаю,Карагай,Карагаем,Карагае;Карагай
929;Караидель,Караидели,Караидели,Караидели,Караиделем,Караиделе;Караидель
930;Караидельский,Караидельского,Караидельскому,Караидельского,Караидельским,Караидельском;Караидельский
931;Каракулино,Каракулина,Каракулину,Каракулино,Каракулином,Каракулине;Каракулино
932;Карасук,Карасука,Карасуку,Карасук,Карасуком,Карасуке;Карасук
933;Карата,Караты,Карате,Карату,Каратой,Карате;Карата
934;Каратобе,Каратобе,Каратобе,Каратобе,Каратобе,Каратобе;Каратобе
935;Каратузское,Каратузского,Каратузскому,Каратузское,Каратузским,Каратузском;Каратузское
936;Караул,Караула,Караулу,Караул,Караулом,Карауле;Караул
937;Карачаевск,Карачаевска,Карачаевску,Карачаевск,Карачаевском,Карачаевске;Карачаевск
938;Карачев,Карачева,Карачеву,Карачев,Карачевом,Карачеве;Карачев
939;Каргаполье,Каргаполья,Каргаполью,Каргаполье,Каргапольем,Каргаполье;Каргаполье
940;Каргасок,Каргаска,Каргаску,Каргаск,Каргаском,Каргаске;Каргасок
941;Каргат,Каргата,Каргату,Каргат,Каргатом,Каргате;Каргат
942;Каргополь,Каргополя,Каргополю,Каргополь,Каргополем,Каргополе;Каргополь
943;Кардымово,Кардымова,Кардымову,Кардымово,Кардымовом,Кардымове;Кардымово
944;Каринторф,Каринторфа,Каринторфу,Каринторфа,Каринторфом,Каринторфе;Каринторф
945;Карпинск,Карпинска,Карпинску,Карпинск,Карпинском,Карпинске;Карпинск
946;Карпогоры,Карпогор,Карпогорам,Карпогоры,Карпогорами,Карпогорах;Карпогоры
947;Карпунинский,Карпунинского,Карпунинскому,Карпунинского,Карпунинским,Карпунинском;Карпунинский
948;Карсун,Карсуна,Карсуну,Карсун,Карсуном,Карсуне;Карсун
949;Карталы,Карталов,Карталам,Карталы,Карталами,Карталы;Карталы
950;Карымское,Карымского,Карымскому,Карымское,Карымским,Карымском;Карымское
951;Касимов,Касимова,Касимову,Касимов,Касимовом,Касимове;Касимов
952;Касли,Касли,Касли,Касли,Касли,Касли;Касли
953;Каспийск,Каспийска,Каспийску,Каспийск,Каспийском,Каспийске;Каспийск
954;Каспийский,Каспийского,Каспийскому,Каспийский,Каспийским,Каспийском;Каспийский
955;Касторное,Касторного,Касторному,Касторное,Касторным,Касторном;Касторное
956;Касумкент,Касумкента,Касумкенту,Касумкент,Касумкентом,Касумкенте;Касумкент
